epoch,loss,mae,val_loss,val_mae
0,0.05285388603806496,0.1883690059185028,0.029510624706745148,0.13574577867984772
1,0.02674587070941925,0.12653985619544983,0.0195156242698431,0.10714574158191681
2,0.018521972000598907,0.10043684393167496,0.021072709932923317,0.11190720647573471
3,0.017836088314652443,0.097199946641922,0.01592276245355606,0.09280715137720108
4,0.01555541530251503,0.0889667421579361,0.013661347329616547,0.08259575814008713
5,0.014501289464533329,0.08504923433065414,0.013458487577736378,0.08252076804637909
6,0.014613230712711811,0.0857166051864624,0.013173060491681099,0.0816277340054512
7,0.013501225970685482,0.0812469944357872,0.012134074233472347,0.07715719938278198
8,0.013067024759948254,0.07975317537784576,0.012997602112591267,0.08190380036830902
9,0.014175801537930965,0.08511223644018173,0.013406286016106606,0.08247200399637222
10,0.012776690535247326,0.07900203764438629,0.01294780895113945,0.08194613456726074
11,0.012328057549893856,0.07694092392921448,0.011173724196851254,0.07410801947116852
12,0.011927950195968151,0.0754823163151741,0.010947878472507,0.07278329133987427
13,0.01163334958255291,0.07429967075586319,0.010980221442878246,0.07330123335123062
14,0.011494635604321957,0.07370021194219589,0.011106213554739952,0.07371161133050919
15,0.011769255623221397,0.07525195181369781,0.011129136197268963,0.07423444092273712
16,0.012291627936065197,0.07797911763191223,0.010823673568665981,0.07277847081422806
17,0.011192991398274899,0.07268573343753815,0.010218609124422073,0.0698436051607132
18,0.010984424501657486,0.07168111205101013,0.010105137713253498,0.06955065578222275
19,0.011046345345675945,0.07213131338357925,0.010356039740145206,0.07111290842294693
20,0.011057239957153797,0.07238063961267471,0.012215809896588326,0.07957248389720917
21,0.011283352971076965,0.07344161719083786,0.010068530216813087,0.06916267424821854
22,0.01076515018939972,0.07098612189292908,0.009907630272209644,0.06884303689002991
23,0.0108109125867486,0.07132779806852341,0.010674151591956615,0.07262899726629257
24,0.010906771756708622,0.07193926721811295,0.010227476246654987,0.07059241831302643
25,0.010671503841876984,0.07078593969345093,0.009997817687690258,0.07002398371696472
26,0.010822161100804806,0.071719229221344,0.009743466973304749,0.06803862005472183
27,0.010701836086809635,0.07109128683805466,0.009956702589988708,0.06944262236356735
28,0.010472611524164677,0.07007183879613876,0.009652732871472836,0.06817694753408432
29,0.010528014041483402,0.07047493010759354,0.013548517599701881,0.08549026399850845
30,0.011921145021915436,0.07743985205888748,0.010810662060976028,0.07281550765037537
31,0.010560235939919949,0.07074914127588272,0.009741931222379208,0.06765391677618027
32,0.010533777065575123,0.07055498659610748,0.009840133599936962,0.0688648447394371
33,0.010243861936032772,0.06921892613172531,0.00965653546154499,0.06837032735347748
34,0.010511011816561222,0.07067494094371796,0.009548116475343704,0.06748075038194656
35,0.010243668220937252,0.0690668374300003,0.01045260764658451,0.07240582257509232
36,0.010446383617818356,0.07036787271499634,0.010399348102509975,0.07173388451337814
37,0.0105605972930789,0.0710718110203743,0.009462779387831688,0.06742352992296219
38,0.010011191479861736,0.06822069734334946,0.009286862798035145,0.06648849695920944
39,0.00990986730903387,0.06763703376054764,0.009118945337831974,0.06525696814060211
40,0.009769226424396038,0.06700262427330017,0.009159639477729797,0.06527821719646454
41,0.009751510806381702,0.06684872508049011,0.009205958805978298,0.06646353006362915
42,0.00986560806632042,0.06770551204681396,0.009348255582153797,0.06639669835567474
43,0.010188211686909199,0.06938061863183975,0.009978126734495163,0.0707140788435936
44,0.00984386820346117,0.06754596531391144,0.009143125265836716,0.06612780690193176
45,0.0097039258107543,0.06675463169813156,0.00944186095148325,0.06771329790353775
46,0.009879053570330143,0.06788787990808487,0.008968980982899666,0.06457739323377609
47,0.009579982608556747,0.06627093255519867,0.008998958393931389,0.06495176255702972
48,0.009553599171340466,0.06611381471157074,0.00937220361083746,0.06703605502843857
49,0.009659545496106148,0.06662917882204056,0.008878671564161777,0.0640861988067627
